1,2
innenstadt,01 steuern und hnliche abgaben
innenstadt,02 zuwendungen und allg umlagen
innenstadt,03 sonstige transferertrge
innenstadt,04 ffentl rechtl leistungsentgelte
innenstadt,05 privatrechtl leistungsentgelte
innenstadt,06 kostenerstattungen und umlagen
innenstadt,07 sonstige ordentliche ertrge
innenstadt,08 aktivierte eigenleistungen
innenstadt,09 bestandsvernderungen
innenstadt,10 ordentliche ertrge
innenstadt,11 personalaufwendungen
innenstadt,12 versorgungsaufwendungen
innenstadt,13 aufwendungen fr sach und dienstleistungen
innenstadt,14 bilanzielle abschreibungen
innenstadt,15 transferaufwendungen
innenstadt,16 sonstige ordentl aufwendungen
innenstadt,17 ordentliche aufwendungen
innenstadt,18 ergebnis der lfd verwaltungsttigkeit 10 und 17
innenstadt,19 finanzertrge
innenstadt,20 zinsen und sonst finanzaufwendungen
innenstadt,21 finanzergebnis 19 und 20
innenstadt,22 ordentliches jahresergebnis 18 und 21
innenstadt,23 auerordentliche ertrge
innenstadt,24 auerordentliche aufwendungen
innenstadt,25 auerordentliches ergebnis 23 und 24
innenstadt,26 jahresergebnis vor interner leistungsver 22 und 25
innenstadt,27 interne leistungsbeziehung aufwand ertrag
innenstadt,28 jahresergebnis
rodenkirchen,01 steuern und hnliche abgaben
rodenkirchen,02 zuwendungen und allg umlagen
rodenkirchen,03 sonstige transferertrge
rodenkirchen,04 ffentl rechtl leistungsentgelte
rodenkirchen,05 privatrechtl leistungsentgelte
rodenkirchen,06 kostenerstattungen und umlagen
rodenkirchen,07 sonstige ordentliche ertrge
rodenkirchen,08 aktivierte eigenleistungen
rodenkirchen,09 bestandsvernderungen
rodenkirchen,10 ordentliche ertrge
rodenkirchen,11 personalaufwendungen
rodenkirchen,12 versorgungsaufwendungen
rodenkirchen,13 aufwendungen fr sach und dienstleistungen
rodenkirchen,14 bilanzielle abschreibungen
rodenkirchen,15 transferaufwendungen
rodenkirchen,16 sonstige ordentl aufwendungen
rodenkirchen,17 ordentliche aufwendungen
rodenkirchen,18 ergebnis der lfd verwaltungsttigkeit 10 und 17
rodenkirchen,19 finanzertrge
rodenkirchen,20 zinsen und sonst finanzaufwendungen
rodenkirchen,21 finanzergebnis 19 und 20
rodenkirchen,22 ordentliches jahresergebnis 18 und 21
rodenkirchen,23 auerordentliche ertrge
rodenkirchen,24 auerordentliche aufwendungen
rodenkirchen,25 auerordentliches ergebnis 23 und 24
rodenkirchen,26 jahresergebnis vor interner leistungsver 22 und 25
rodenkirchen,27 interne leistungsbeziehung aufwand ertrag
rodenkirchen,28 jahresergebnis
lindenthal,01 steuern und hnliche abgaben
lindenthal,02 zuwendungen und allg umlagen
lindenthal,03 sonstige transferertrge
lindenthal,04 ffentl rechtl leistungsentgelte
lindenthal,05 privatrechtl leistungsentgelte
lindenthal,06 kostenerstattungen und umlagen
lindenthal,07 sonstige ordentliche ertrge
lindenthal,08 aktivierte eigenleistungen
lindenthal,09 bestandsvernderungen
lindenthal,10 ordentliche ertrge
lindenthal,11 personalaufwendungen
lindenthal,12 versorgungsaufwendungen
lindenthal,13 aufwendungen fr sach und dienstleistungen
lindenthal,14 bilanzielle abschreibungen
lindenthal,15 transferaufwendungen
lindenthal,16 sonstige ordentl aufwendungen
lindenthal,17 ordentliche aufwendungen
lindenthal,18 ergebnis der lfd verwaltungsttigkeit 10 und 17
lindenthal,19 finanzertrge
lindenthal,20 zinsen und sonst finanzaufwendungen
lindenthal,21 finanzergebnis 19 und 20
lindenthal,22 ordentliches jahresergebnis 18 und 21
lindenthal,23 auerordentliche ertrge
lindenthal,24 auerordentliche aufwendungen
lindenthal,25 auerordentliches ergebnis 23 und 24
lindenthal,26 jahresergebnis vor interner leistungsver 22 und 25
lindenthal,27 interne leistungsbeziehung aufwand ertrag
lindenthal,28 jahresergebnis
ehrenfeld,01 steuern und hnliche abgaben
ehrenfeld,02 zuwendungen und allg umlagen
ehrenfeld,03 sonstige transferertrge
ehrenfeld,04 ffentl rechtl leistungsentgelte
ehrenfeld,05 privatrechtl leistungsentgelte
ehrenfeld,06 kostenerstattungen und umlagen
ehrenfeld,07 sonstige ordentliche ertrge
ehrenfeld,08 aktivierte eigenleistungen
ehrenfeld,09 bestandsvernderungen
ehrenfeld,10 ordentliche ertrge
ehrenfeld,11 personalaufwendungen
ehrenfeld,12 versorgungsaufwendungen
ehrenfeld,13 aufwendungen fr sach und dienstleistungen
ehrenfeld,14 bilanzielle abschreibungen
ehrenfeld,15 transferaufwendungen
ehrenfeld,16 sonstige ordentl aufwendungen
ehrenfeld,17 ordentliche aufwendungen
ehrenfeld,18 ergebnis der lfd verwaltungsttigkeit 10 und 17
ehrenfeld,19 finanzertrge
ehrenfeld,20 zinsen und sonst finanzaufwendungen
ehrenfeld,21 finanzergebnis 19 und 20
ehrenfeld,22 ordentliches jahresergebnis 18 und 21
ehrenfeld,23 auerordentliche ertrge
ehrenfeld,24 auerordentliche aufwendungen
ehrenfeld,25 auerordentliches ergebnis 23 und 24
ehrenfeld,26 jahresergebnis vor interner leistungsver 22 und 25
ehrenfeld,27 interne leistungsbeziehung aufwand ertrag
ehrenfeld,28 jahresergebnis
nippes,01 steuern und hnliche abgaben
nippes,02 zuwendungen und allg umlagen
nippes,03 sonstige transferertrge
nippes,04 ffentl rechtl leistungsentgelte
nippes,05 privatrechtl leistungsentgelte
nippes,06 kostenerstattungen und umlagen
nippes,07 sonstige ordentliche ertrge
nippes,08 aktivierte eigenleistungen
nippes,09 bestandsvernderungen
nippes,10 ordentliche ertrge
nippes,11 personalaufwendungen
nippes,12 versorgungsaufwendungen
nippes,13 aufwendungen fr sach und dienstleistungen
nippes,14 bilanzielle abschreibungen
nippes,15 transferaufwendungen
nippes,16 sonstige ordentl aufwendungen
nippes,17 ordentliche aufwendungen
nippes,18 ergebnis der lfd verwaltungsttigkeit 10 und 17
nippes,19 finanzertrge
nippes,20 zinsen und sonst finanzaufwendungen
nippes,21 finanzergebnis 19 und 20
nippes,22 ordentliches jahresergebnis 18 und 21
nippes,23 auerordentliche ertrge
nippes,24 auerordentliche aufwendungen
nippes,25 auerordentliches ergebnis 23 und 24
nippes,26 jahresergebnis vor interner leistungsver 22 und 25
nippes,27 interne leistungsbeziehung aufwand ertrag
nippes,28 jahresergebnis
chorweiler,01 steuern und hnliche abgaben
chorweiler,02 zuwendungen und allg umlagen
chorweiler,03 sonstige transferertrge
chorweiler,04 ffentl rechtl leistungsentgelte
chorweiler,05 privatrechtl leistungsentgelte
chorweiler,06 kostenerstattungen und umlagen
chorweiler,07 sonstige ordentliche ertrge
chorweiler,08 aktivierte eigenleistungen
chorweiler,09 bestandsvernderungen
chorweiler,10 ordentliche ertrge
chorweiler,11 personalaufwendungen
chorweiler,12 versorgungsaufwendungen
chorweiler,13 aufwendungen fr sach und dienstleistungen
chorweiler,14 bilanzielle abschreibungen
chorweiler,15 transferaufwendungen
chorweiler,16 sonstige ordentl aufwendungen
chorweiler,17 ordentliche aufwendungen
chorweiler,18 ergebnis der lfd verwaltungsttigkeit 10 und 17
chorweiler,19 finanzertrge
chorweiler,20 zinsen und sonst finanzaufwendungen
chorweiler,21 finanzergebnis 19 und 20
chorweiler,22 ordentliches jahresergebnis 18 und 21
chorweiler,23 auerordentliche ertrge
chorweiler,24 auerordentliche aufwendungen
chorweiler,25 auerordentliches ergebnis 23 und 24
chorweiler,26 jahresergebnis vor interner leistungsver 22 und 25
chorweiler,27 interne leistungsbeziehung aufwand ertrag
chorweiler,28 jahresergebnis
porz,01 steuern und hnliche abgaben
porz,02 zuwendungen und allg umlagen
porz,03 sonstige transferertrge
porz,04 ffentl rechtl leistungsentgelte
porz,05 privatrechtl leistungsentgelte
porz,06 kostenerstattungen und umlagen
porz,07 sonstige ordentliche ertrge
porz,08 aktivierte eigenleistungen
porz,09 bestandsvernderungen
porz,10 ordentliche ertrge
porz,11 personalaufwendungen
porz,12 versorgungsaufwendungen
porz,13 aufwendungen fr sach und dienstleistungen
porz,14 bilanzielle abschreibungen
porz,15 transferaufwendungen
porz,16 sonstige ordentl aufwendungen
porz,17 ordentliche aufwendungen
porz,18 ergebnis der lfd verwaltungsttigkeit 10 und 17
porz,19 finanzertrge
porz,20 zinsen und sonst finanzaufwendungen
porz,21 finanzergebnis 19 und 20
porz,22 ordentliches jahresergebnis 18 und 21
porz,23 auerordentliche ertrge
