14,3
"22,798,146","22,798,146"
"16,551,781","5,877,607"
"5,110","1,710"
"26,023","1,666"
"11,204","1,370"
"46,746","1,233"
"20,326","1,011"
"30,369",780
689,689
"6,768,327",600
"248,362",437
"230,157",265
"39,183,340","5,240,701"
"13,512,486",150
"204,839,241","5,230,108"
"4,611,722","4,611,722"
"35,115,406","3,948,198"
"52,946,976","3,413,543"
"42,392,780","2,964,601"
"252,247,711","2,792,071"
"50,995,728","1,613,438"
"10,591,275","1,544,260"
"21,206,745","21,206,745"
"1,432,839","1,216,089"
"64,943,820","1,210,165"
"26,235,943","867,832"
"39,647,464","821,864"
"52,205,229","818,451"
"14,089,717","818,232"
"29,279,308","732,112"
"6,206,816","658,398"
"125,058,257","615,661"
"4,355,140","574,455"
"48,715,248","16,967,894"
"3,279,382","546,765"
"1,466,000","464,336"
"68,978,116","447,906"
"7,316,412","330,251"
"773,727","254,509"
"31,249,403","247,651"
"126,274,206","241,038"
"90,296,889","216,905"
"17,907,960","147,725"
"130,164,645","137,560"
"67,073,627","15,479,651"
"82,195,215","134,626"
"41,484,842","121,038"
"31,854,256","105,977"
"142,154","94,498"
"3,658,882","86,163"
"73,287,180","76,100"
"74,053","74,053"
"47,579,028","71,963"
"22,611,258","67,386"
"34,018,356","61,223"
"14,050,552","14,050,552"
"53,563","53,563"
"6,970,035","46,702"
"39,632,647","46,258"
"71,904,474","28,889"
"54,987","28,092"
"27,218","27,218"
"5,797,966","26,307"
"25,775","25,775"
"1,443,674","25,127"
"11,841,549","21,842"
"60,821,113","13,347,070"
"633,558","21,576"
"1,312,957","21,434"
"8,182,935","21,297"
"80,464","20,766"
"103,043","20,577"
"152,080","20,476"
"5,868,320","19,174"
"17,063","14,387"
"35,074","13,882"
"17,018,885","13,637"
"102,813,450","12,950,973"
"14,995,165","13,338"
"25,413,102","13,304"
"70,598","12,913"
"258,969","12,567"
"14,225,601","11,972"
"1,218,907","11,925"
"85,097","11,499"
"3,909,149","11,458"
"46,915","10,302"
"27,333","9,688"
"16,384,793","6,507,532"
"12,959","9,344"
"24,529","9,177"
"16,508,271","9,025"
"300,095","8,865"
"35,406","8,386"
"206,539","8,216"
"55,253","7,976"
"66,821","7,378"
"7,685,285","7,184"
"19,346","6,279"
"206,829,041","6,072,434"
"6,084","6,084"
"44,313","5,695"
"73,009","5,002"
"37,679","4,818"
"164,559","4,700"
"1,959,420","3,545"
"24,679","3,407"
"98,410","2,169"
"872,252","1,974"
"53,096,666","1,940"
total gross,weekly gross
