10,3
"97,236",beauty beast re issue
"222,760",les destinees
"148,358,831",harry potter chamber secrets
"142,753",alias betty
"123,408,235",sweet home alabama
"4,197,175",espn's ultimate x imax
"40,363,530",master disguise
"97,579,500",8 mile
"49,741,823",tuxedo
"409,534",merci pour le chocolat
"2,502,061",comedian
"62,054,693",jackass movie
"1,166,120",24 hour party people
"738,318",heaven
"9,118",revolution 9
"12,501,542",half past dead
"318,650",welcome collinwood
"763,671",time changer
"1,358,856",read my lips
"264,385",mad love 2002
"25,048,198",transporter
"18,608,098",tuck everlasting
"17,277,359",punch drunk love
"40,926,760",t rex back cretaceous imax
"27,007,680",brown sugar
"18,295,625",four feathers
"108,290",derrida
"92,790,435",red dragon
"28,557,691",swimfan
"28,913,705",ghost ship
"1,732,301",pokemon 4ever
"16,201,182",white oleander
"346,753",kurosawa mifune festival
"75,074,950",barbershop
"1,480,131",el crimen del padre amaro
"237,666",promises
"32,644,729",i spy
"97,122",producers re issue
"6,763,359",moonlight mile
"10,635,891",abandon
"6,420,049",femme fatale
"28,436,051",crocodile hunter collision course
"530,293",metropolis 2002 re issue
"16,929,443",serving sara
"4,720,112",other side heaven
"314,793",standing shadows motown
"110,146",lan yu
"149,692",hybrid
"3,739,557",fast runner atanarjuat
"403,299",santa vs snowman imax
"14,354,676",cirque du soleil journey man imax
"85,261,599",spy kids 2 island lost dreams
"12,367,229",galapagos imax
"221,792",satin rouge
"47,072,040",die another day
"13,010,767",friday after next
"3,846,780",emperor's club
"141,486,081",xxx
"104,396",talk her
"101,663",quiet american
"12,744,861",undisputed
"29,943",personal velocity
"112,783",his secret life
"10,953",o fantasma
"9,442",power terror noam chomsky our times
"71,716",andrei tarkovsky retrospective
"32,862",children century
"283,754",bread my sweet
"124,995",how i killed my father
"2,152",4th tenor
"1,550,004",late marriage
"247,740",sex strangers
"57,092",guard
"226,381,897",signs
"202,272",chateau
"225,390",murderous maids
"653,719",decalogue
"64,197",just kiss
"4,300,716",enigma
"13,978,594",good girl
"70,256",way home
"921,601",sordid lives
"4,220,391",alien adventure imax
"1,275,663",apollo 13 imax experience imax
"1,106,197",bollywood hollywood
"1,747,548",auto focus
"6,646,615",encounter 3rd dimension imax
"263,302",jee aayun nu
"521,765",ararat
"126,203,320",mr deeds
"117,844",tully
"5,399,038",haunted castle imax
"13,235",etoiles dancers paris opera ballet
"223,783",praise love
"1,026,400",last kiss
"48,127",bank
"64,278,701",stuart little 2
"28,246,015",space station 3 d imax
"48,947",god great i'm
"171,400",station nord
"3,196,281",real women have curves
"12,055,767",frida
"10,341,936",bowling columbine
"204,520,221",my big fat greek wedding
"3,284,595",13 conversations about one thing
"2,286,499",mark twain's america 3 d imax
"15,944,862",across sea time imax
"205,276",skins
"110,837,875",ring
"95,415",kehta hai dil baar baar
"4,041,973",mostly martha
"12,333,530",extreme imax
"5,707,444",attack clones imax experience imax
"94,944,099",santa clause 2
"1,031,495",notorious c.h.o
"18,313,444",thrill ride imax
"829,010",roger dodger
"3,194,844",far from heaven
"1,096,915",man from elysian fields
"13,651,884",shackleton's antarctic adventure imax
"4,624,014",igby goes down
"2,952,518",china panda adventure imax
"574,390",forgive me father
"518,325",charly
"380,801",grey zone
"158,672",seven samurai re issue
"145,771,527",lilo stitch
"2,951,716",8 women
"34,252",interview assassin
"233,306",trials henry kissinger
"6,569,187",spider man men black ii
"132,026",naqoyqatsi
"410,220",i am trying break your heart
"675,708",bloody sunday
"31,469,714",one hour photo
"5,134,260",spirited away
"30,194,326",banger sisters
"24,432,904",jonah veggietales movie
"3,537,899",secretary
total gross,title click view
