3,4
canada,disbanded
germany,active
united states,active
united states,active
united states,active
italy,active
italy,active
australia,active
united states,active
germany,active
united states,active
portugal,active
canada,active
united states,active
united states,active
united kingdom,active
united states,active
united states,active
united states,active
united states,active
united states,active
canada,active
united states,active
france,active
canada,active
italy,active
germany,active
united states,active
finland,active
spain,active
united states,active
united states,active
canada,active
ireland,active
united kingdom,active
sweden,active
united states,active
canada,active
germany,active
estonia,active
sweden,active
united states,disbanded
united states,active
united kingdom,active
russia,active
united states,active
united states,active
united states,active
australia,active
italy,active
italy,active
singapore,disbanded
canada,active
united states,active
germany,active
united kingdom,active
canada,active
sweden,active
canada,disbanded
syria,active
japan,active
united states,active
austria,regrouped
norway,disbanded
united states,active
united states,active
united states,active
japan,active
united states,active
greece,active
united states,active
united states,active
moldova,active
united states,active
united states,active
russia,active
united states,active
norway,active
united states,active
united states,active
australia,active
united states,active
belgium,active
russia,active
united kingdom,active
italy,active
norway,active
country,status
