10,3
"53,144,453",t rex back cretaceous imax
"56,535",wild child re issue
"69,162,471",proposal
"32,529,560",year one
"738,969",whatever works
"25,703",under our skin
"17,723",windmill movie
"14,225",dead snow
"200,077,255",transformers revenge fallen
"12,442,212",my sister's keeper
"467,694",new york
"405,701",cheri
"144,989,009",taken
"145,352",hurt locker
"115,053",stoning soraya m
"4,590",surveillance
"3,671",afghan star
"3,190",quiet chaos
"75,280,058",coraline
"10,992,543",under sea 3d
"3,148,482",two lovers
"45,583",breakfast scot
"119,735",examined life
"129,150",fados
"67,013,621",race witch mountain
"12,033,702",sunshine cleaning
"17,526,293",galapagos imax
"252,192",tokyo sonata
"59,600",z 40th anniv re issue
"79,911,877",knowing
"2,519,034",sin nombre
"1,504,798",valentino last emperor
"745,794",great buck howard
"195,984,055",monsters vs aliens
"785,168",goodbye solo
"521,198",shall we kiss
"35,271",three monkeys
"79,042,848",space station 3 d imax
"155,022,220",fast furious
"1,055,133",sugar
"111,183",tulpan
"102,449",song sparrows
"102,079",gigantic
"100,491",rolling
"78,578,891",hannah montana movie
"609,447",anvil story anvil
"419,276",lymelife
"110,695",monster beach party
"29,068,115",magnificent desolation imax
"53,414",dream
"63,117,832",17 again
"2,006,682",anybody
"1,423,226",every little step
"497,027",lemon tree
"43,273",golden boys
"3,234",gooby
"31,769,776",earth 2009
"31,527,902",soloist
"847,093",tyson
"21,628,115",sea monsters prehistoric adventure imax
"192,882",il divo
"177,836,819",x men origins wolverine
"53,666,193",ghosts girlfriends past
"1,620,444",battle terra
"425,025",limits control
"312,562",merry gentleman
"192,451",revanche
"29,697",mancora
"19,459",wink smile
"246,331,182",star trek
"9,954,531",u2 3d
"10,017,041",next day air
"1,772,016",rudo y cursi
"385,169",little ashes
"258,229",outrage
"227,128",adoration
"130,277,166",angels demons
"3,114,901",brothers bloom
"1,225,607",summer hours
"901,771",management
"28,627",big man japan
"6,415,254",dolphins whales tribes ocean 3d
"26,070",jerichow
"163,391,192",night museum battle smithsonian
"121,925,747",terminator salvation
"25,135,830",dance flick
"2,024,412",easy virtue
"642,853",girlfriend experience
"197,343",o'horten
"35,828",burma vj
"250,234,554",up
"40,536,230",drag me hell
"246,649",enlighten up
"612,518",departures
"22,475",9.99
"183,054,267",hangover
"46,815,665",land lost
"8,135,107",my life ruins
"4,088,390",away we go
"196,201",seraphine
"68,258",unmistaken child
"58,765",herb dorothy
"10,382",art being straight
"236,580",legend god's gun
"4,129",laila's birthday
"53,456,827",taking pelham 1 2 3
"14,067,015",imagine
"834,848",food inc
"608,431",moon
"183,084",tetro
"64,023",youssou n'dour i bring what i love
"43,088",war eagle arkansas
"28,024",call wild 3d
"10,472",sex positive
total gross,title click view
