2,1
giles,leona
carter,deery
davidson,aaron
gibson,anna l
shelby,arthur s
shelby,bessie mrs
roane,c
knox,charles
shelby,clifton
shelby,cora
carter,david
franklin,edward b
franklin,ela o
lincoln,emma
lincoln,fannie
rutherford,geo t
davidson,infant lillian
houston,j p
bedford,james w
hardin,john
lauderdale,joseph o
sullivan,lillie
wilson,malinda
davidson,mary
davidson,mary
benton,myrtle
lincoln,nannie
meigs,ruth
lincoln,sadie
davidson,sallie g
bedford,william f
marshall,ben
lincoln,leura
davidson,mardecoi
shelby,church
davidson,elizabeth b
jackson,ina
madison,infant locie
davidson,infant thomas c
overton,marget l
henderson,myrtle
overton,nellia
davidson,sarah e
haywood,willie m
bedford,sallie
monroe,aneta e
weakley,john
obion,mildred
gibson,sherman
shelby,annie g
montgomery,chas w
shelby,wilas s
shelby,edward
shelby,emma f
hardin,james f
washington,jerremiah
shelby,pat
shelby,elizabeth
mcminn,george l
jefferson,hassie
knox,infant dellie
putnam,infant jim
maury,lual p
hamblen,luther
mcminn,martha j
knox,mary k
montgomery,paul c
rutherford,peael mrs
giles,bara g
tipton,infant jessie
cocke,s bilton c
davidson,freddie
hancock,henry c
davidson,wm
shelby,ethel
knox,jessie mrs
shelby,john
giles,jas f
hamilton,lillie m
davidson,amelia
davidson,elbridge g
giles,harritt
davidson,lizinka e mrs
davidson,martin v
giles,mary
giles,sebra
giles,susie
giles,henry m
sumner,jim
cocke,laura e
mcminn,julia p
obion,artelia
grainger,susan
davidson,burge w
smith,irene
roane,billie
shelby,annie r
carroll,dave
hamblen,tempie
putnam,albery
haywood,amelia
haywood,berther
putnam,bobie o
maury,caroline
sullivan,jas
henderson,mattie
warren,clyde s
dyer,joe
dyer,herman
dyer,lena r
dickson,mary f
houston,rebecca f
dyer,eva n
davidson,annie l
knox,claud
gibson,elvis
anderson,harrison
morgan,milliard
anderson,nancy
hancock,orlean
knox,valmond
hawkins,william
jefferson,angie
hamilton,chas
weakley,mollie
rutherford,mosomia mrs
shelby,marie
shelby,george miss
carroll,john w
carroll,naomi e
henry,ruby
carroll,william d
coffee,richard m
dickson,thomas
shelby,mary h mrs
putnam,nancy
hardeman,essie
hamilton,herbert c
county,first name
