11,10
104000 00,erstattungen von verbundenen unternehmen
16600 00,ertr aufls herabsetzung pensionsrckst
1900 00,ertr aufls herabsetzung beihilferckst
306500 00,beamtinnen und beamte
253800 00,arbeitnehmerinnen und arbeitnehmer
8900 00,zufhrung zur versorgungsrcklage dienstbezge
16500 00,arbeitnehmerinnen und arbeitnehmer
50300 00,arbeitnehmerinnen und arbeitnehmer
11000 00,beihilfen untersttzungsleist u dgl f beschft
0 00,freie heilfrsorge feuerwehr
73500 00,zufhrungen zu pensionsrckstellungen n beamten
18100 00,zufhrungen zur beihilferckst f beschftigte
168100 00,beamtinnen und beamte
14800 00,beihilfen untersttzungsleistungen fr ver
9000 00,zufhrungen zu beihilferckstellungen fr
3500 00,leasing
4000 00,pflege u unterhaltung kfz u fahrzeugen
200 00,besondere aufwendungen fr beschftigte
4000 00,aus und fortbildung umschulung
200 00,prfung elektrischer betriebsmittel
500 00,spezielle zweckausgaben der verw zweige allgem
23300 00,afa auf gel zuwendungen aktive rechnungsabgrenz
100 00,zuschsse brige bereiche
2000 00,verfgungsmittel ob
400 00,personalnebenaufwendungen
500 00,mitgliedsbeitrge verbnde vereine u dgl
4000 00,brobedarf
1200 00,postgebhren allgemein
4100 00,fernmeldegebhren
5600 00,reisekosten wegstreckenentschdigung
24500 00,mietaufwendungen ilb
25800 00,betriebskostenaufwendungen ilb
77000 00,erstattungen von verbundenen unternehmen
20700 00,ertr aufls herabsetzung pensionsrckst
2300 00,ertr aufls herabsetzung beihilferckst
50200 00,ertr aufls herabs altersteilzeitrckst
391200 00,beamtinnen und beamte
728600 00,arbeitnehmerinnen und arbeitnehmer
10900 00,zufhrung zur versorgungsrcklage dienstbezge
35900 00,arbeitnehmerinnen und arbeitnehmer
153400 00,arbeitnehmerinnen und arbeitnehmer
24100 00,beihilfen untersttzungsleist u dgl f beschft
0 00,freie heilfrsorge feuerwehr
91200 00,zufhrungen zu pensionsrckstellungen n beamten
22400 00,zufhrungen zur beihilferckst f beschftigte
202400 00,beamtinnen und beamte
32100 00,beihilfen untersttzungsleistungen fr ver
11200 00,zufhrungen zu beihilferckstellungen fr
3900 00,leasing
100 00,gebude und sonst schadensversicherungen
4300 00,pflege u unterhaltung kfz u fahrzeugen
300 00,kfz steuer
200 00,besondere aufwendungen fr beschftigte
3000 00,aus und fortbildung umschulung
3300 00,softwarepflege u updates fachspezif anwendungen
14900 00,wartung u pflege datennetze zentraler hard
1500 00,ausstellungen u wettbewerbe u sonst veranstalt
6600 00,reprsentation nur ob und stp
7000 00,sonst aufwendungen der ffentlichkeitsarbeit
2100 00,spezielle zweckausgaben der verw zweige allgem
800 00,afa auf bewegliches anlagevermgen
61000 00,zuschsse brige bereiche
500 00,personalnebenaufwendungen
530000 00,aufwendungen f ehrenamtliche u sonst ttigkeit
262100 00,mitgliedsbeitrge verbnde vereine u dgl
6300 00,brobedarf
5100 00,postgebhren allgemein
3000 00,fernmeldegebhren
3500 00,ffentliche bekanntmachungen
20500 00,reisekosten wegstreckenentschdigung
500 00,sachverstndigen gerichts u hnl kosten
5000 00,weitere sonst geschftsaufwendungen
298600 00,ertrge aus verwaltungskostenbeitrgen ilb
80700 00,mietaufwendungen ilb
51500 00,betriebskostenaufwendungen ilb
9300 00,ertr aufls herabsetzung pensionsrckst
1000 00,ertr aufls herabsetzung beihilferckst
32300 00,ertr aufls herabs altersteilzeitrckst
169200 00,beamtinnen und beamte
96700 00,arbeitnehmerinnen und arbeitnehmer
4700 00,zufhrung zur versorgungsrcklage dienstbezge
7300 00,arbeitnehmerinnen und arbeitnehmer
22800 00,arbeitnehmerinnen und arbeitnehmer
11900 00,beihilfen untersttzungsleist u dgl f beschft
0 00,freie heilfrsorge feuerwehr
41300 00,zufhrungen zu pensionsrckstellungen n beamten
10200 00,zufhrungen zur beihilferckst f beschftigte
21100 00,zufhrungen zur altersteilzeitrckstellung fr
87300 00,beamtinnen und beamte
15800 00,beihilfen untersttzungsleistungen fr ver
5200 00,zufhrungen zu beihilferckstellungen fr
500 00,betriebsgert u inventar u gebrauchsgegen
116500 00,ausstellungen u wettbewerbe u sonst veranstalt
0 00,reprsentation nur ob und stp
11000 00,ehrengaben preise und hnliche zuwendungen
100 00,sonst aufwendungen der ffentlichkeitsarbeit
2700 00,zuschsse verbundene unternehmen
34000 00,zuschsse brige bereiche
100 00,personalnebenaufwendungen
1700 00,mitgliedsbeitrge verbnde vereine u dgl
1500 00,brobedarf
3400 00,postgebhren allgemein
4000 00,fernmeldegebhren
15000 00,reisekosten wegstreckenentschdigung
18200 00,mietaufwendungen ilb
11600 00,betriebskostenaufwendungen ilb
3500 00,mietaufw nebenk bei bereitstellung dritte ilb
13600 00,ertr aufls herabsetzung pensionsrckst
1500 00,ertr aufls herabsetzung beihilferckst
238100 00,beamtinnen und beamte
265200 00,arbeitnehmerinnen und arbeitnehmer
7200 00,zufhrung zur versorgungsrcklage dienstbezge
17200 00,arbeitnehmerinnen und arbeitnehmer
51300 00,arbeitnehmerinnen und arbeitnehmer
7500 00,beihilfen untersttzungsleist u dgl f beschft
0 00,freie heilfrsorge feuerwehr
60000 00,zufhrungen zu pensionsrckstellungen n beamten
14800 00,zufhrungen zur beihilferckst f beschftigte
129700 00,beamtinnen und beamte
10000 00,beihilfen untersttzungsleistungen fr ver
7400 00,zufhrungen zu beihilferckstellungen fr
15000 00,aus und fortbildung umschulung
1000 00,betriebsgert u inventar u gebrauchsgegen
2000 00,softwarepflege u updates fachspezif anwendungen
0 00,sonstige verbrauchsmittel und anstaltsbedarf
1000 00,beschaffg fr fw broausstattung
100 00,afa auf bewegliches anlagevermgen
198000 00,zuschsse verbundene unternehmen
400 00,personalnebenaufwendungen
4000 00,brobedarf
500 00,postgebhren allgemein
1000 00,fernmeldegebhren
500 00,ffentliche bekanntmachungen
10000 00,reisekosten wegstreckenentschdigung
233700 00,ertrge aus verwaltungskostenbeitrgen ilb
23800 00,mietaufwendungen ilb
23000 00,betriebskostenaufwendungen ilb
8100 00,ertr aufls herabsetzung pensionsrckst
900 00,ertr aufls herabsetzung beihilferckst
31700 00,ertr aufls herabs altersteilzeitrckst
151500 00,beamtinnen und beamte
214500 00,arbeitnehmerinnen und arbeitnehmer
4300 00,zufhrung zur versorgungsrcklage dienstbezge
15000 00,arbeitnehmerinnen und arbeitnehmer
44200 00,arbeitnehmerinnen und arbeitnehmer
5500 00,beihilfen untersttzungsleist u dgl f beschft
0 00,freie heilfrsorge feuerwehr
35800 00,zufhrungen zu pensionsrckstellungen n beamten
8900 00,zufhrungen zur beihilferckst f beschftigte
82200 00,beamtinnen und beamte
7400 00,beihilfen untersttzungsleistungen fr ver
4400 00,zufhrungen zu beihilferckstellungen fr
1000 00,aus und fortbildung umschulung
200 00,prfung elektrischer betriebsmittel
400 00,personalnebenaufwendungen
1800 00,brobedarf
0 00,brobedarf fr medienbearbeitung
300 00,postgebhren allgemein
1500 00,fernmeldegebhren
3000 00,reisekosten wegstreckenentschdigung
5500 00,weitere sonst geschftsaufwendungen
10900 00,mietaufwendungen ilb
10700 00,betriebskostenaufwendungen ilb
14700 00,ertr aufls herabsetzung pensionsrckst
1600 00,ertr aufls herabsetzung beihilferckst
273300 00,beamtinnen und beamte
129600 00,arbeitnehmerinnen und arbeitnehmer
7800 00,zufhrung zur versorgungsrcklage dienstbezge
9400 00,arbeitnehmerinnen und arbeitnehmer
25400 00,arbeitnehmerinnen und arbeitnehmer
11000 00,beihilfen untersttzungsleist u dgl f beschft
0 00,freie heilfrsorge feuerwehr
65000 00,zufhrungen zu pensionsrckstellungen n beamten
15900 00,zufhrungen zur beihilferckst f beschftigte
149900 00,beamtinnen und beamte
14800 00,beihilfen untersttzungsleistungen fr ver
7900 00,zufhrungen zu beihilferckstellungen fr
4000 00,aus und fortbildung umschulung
700 00,softwarepflege u updates fachspezif anwendungen
0 00,prfung elektrischer betriebsmittel
26900 00,ausstellungen u wettbewerbe u sonst veranstalt
8000 00,sonst aufwendungen der ffentlichkeitsarbeit
800 00,afa auf lizenzen dv software und sonstige
100 00,afa auf bewegliches anlagevermgen
400 00,personalnebenaufwendungen
100 00,mitgliedsbeitrge verbnde vereine u dgl
5000 00,brobedarf
1000 00,postgebhren allgemein
1000 00,fernmeldegebhren
6500 00,reisekosten wegstreckenentschdigung
16000 00,mietaufwendungen ilb
15500 00,betriebskostenaufwendungen ilb
38700 00,zuweisungen vom land
7700 00,ertr aufls herabsetzung pensionsrckst
900 00,ertr aufls herabsetzung beihilferckst
81100 00,ertr aufls herabs altersteilzeitrckst
142300 00,beamtinnen und beamte
